Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Last_Service_Days,Warranty_Days_Left
2,47726,2,4,6,2,1,1500,131777,0,20677,7,0,13.61159020493243,0,0,1,1,886,-392
3,56806,1,4,4,0,1,1500,50542,0,18178,1,0,13.461316273235866,2,0,0,1,912,36
1,78648,1,3,1,2,1,1500,36027,1,27913,2,1,11.411310755169058,2,0,1,0,843,-402
2,58352,1,3,7,0,0,1000,140274,1,24217,4,0,12.912274740738082,1,0,1,0,955,-148
2,76359,1,3,3,0,0,2500,126023,1,10768,1,3,10.5798019426266,2,0,0,0,966,-368
3,55137,1,2,10,0,0,2000,24647,0,15529,4,1,16.23391561147557,1,1,2,1,809,-341
1,51775,0,3,9,1,1,2500,17489,0,18575,3,2,16.371691687711785,1,0,0,1,774,-393
0,75109,0,0,4,2,1,1000,64963,2,10300,1,3,16.763992490276223,1,1,1,0,861,-74
4,35978,2,4,6,0,0,800,88865,1,27245,7,3,14.79046139500244,2,2,2,1,915,-473
0,63330,0,0,3,0,0,2000,129221,0,23316,2,3,12.401882561258022,0,1,1,0,773,-252
2,75326,0,1,10,1,0,2500,36881,1,15614,6,1,12.364830061145376,0,1,0,0,731,-81
1,36559,1,3,6,1,0,2000,81652,2,25387,1,2,16.62012048354405,0,2,1,1,774,-40
5,74006,0,3,10,0,1,1000,43572,1,15058,1,2,14.605308886534322,0,2,1,1,993,-91
5,72719,0,5,1,1,0,1500,92679,0,13356,6,0,15.57063601939872,1,0,1,1,882,-409
4,60384,0,2,1,2,0,800,135833,1,16116,3,3,18.245171008540147,0,2,1,1,813,-122
3,73647,2,5,7,0,0,800,36474,1,6219,2,2,14.053029199789346,2,2,1,1,905,-506
3,65663,0,2,9,1,1,1500,85468,2,18634,4,2,12.979384466668652,2,0,2,1,917,-289
0,30300,1,1,5,2,1,1500,116778,1,29715,5,2,12.701736913749926,0,2,0,1,729,-484
5,45003,1,5,6,0,1,2000,39453,2,19004,5,3,19.674793328756955,1,2,2,1,720,-34
3,44048,1,1,5,2,0,800,96439,2,18064,6,3,11.612958363661736,1,1,1,0,733,-178
5,41311,0,4,7,0,0,1000,121837,0,24457,8,2,17.39581535800231,1,1,1,1,909,-151
4,54877,2,4,3,2,1,800,139629,2,5603,8,2,16.48964228420096,2,2,2,1,888,-565
2,61804,1,3,7,1,0,1000,66250,1,29639,7,3,13.241973526216098,1,1,1,0,1018,-332
1,45705,1,3,1,2,1,1500,45101,2,10935,7,2,15.056999516255951,0,0,1,0,732,-176
2,58397,2,5,4,1,1,1500,135686,1,26578,5,1,13.699173719977647,1,2,2,1,801,-355
4,74248,0,0,5,0,0,800,87307,2,10972,4,3,18.467453982297897,2,1,1,0,825,-269
1,61064,1,4,6,1,0,800,53061,1,23413,2,2,16.703717145760066,2,1,1,1,743,-185
0,33894,0,0,10,2,0,2500,45120,1,27398,10,0,16.614938333978802,0,2,0,1,1006,-297
2,46794,2,5,5,2,0,1000,112668,0,7517,6,2,11.354233678624082,2,0,1,1,974,-184
3,38301,1,5,8,0,1,1000,88330,1,12286,8,3,17.246282787115344,2,1,0,1,974,-9
5,53210,2,4,10,2,1,800,133663,1,6828,1,3,15.179918174018583,0,2,1,1,804,-307
2,64450,1,4,7,1,0,2000,107222,2,17302,8,0,14.623885582517527,2,2,1,1,782,-503
1,50317,0,0,4,1,1,800,41952,0,28125,5,0,15.276943555098631,2,2,0,1,935,60
1,58001,1,3,6,2,0,1000,142240,2,25873,4,0,19.304180962007468,1,2,2,1,972,-185
4,74428,0,0,9,0,0,800,100389,0,23122,6,2,18.022559797021703,1,2,1,1,877,-216
1,76060,1,1,1,2,0,2000,125256,2,21215,10,2,14.685247047127524,0,2,2,1,786,-199
3,67559,0,5,7,1,1,800,32061,1,13947,5,0,12.327054111517564,2,0,1,1,896,-227
5,69209,2,3,9,2,0,800,86550,0,27503,7,1,10.223825894894924,0,2,2,1,1014,-54
0,52773,2,3,7,0,1,2500,128835,2,13661,7,3,13.928112375670814,2,2,0,1,930,-244
2,43323,1,5,8,1,0,2500,100316,0,6067,7,1,17.910742606227675,2,2,1,1,760,-488
4,73123,1,1,1,2,1,2500,13860,1,11363,2,1,14.088459800804316,1,2,2,1,985,-98
1,57548,2,5,9,2,1,2000,113526,2,17089,8,0,15.475193210793384,1,1,0,1,1014,-495
4,49419,1,3,9,1,0,800,6236,0,9936,5,3,17.766238964427416,2,1,0,0,942,-175
0,57731,0,4,10,1,1,1000,144247,0,6072,7,0,14.615088127710637,0,1,2,1,709,-244
3,66527,0,4,7,0,0,1500,61449,2,17710,9,0,16.159202593466194,0,0,0,1,957,49
3,56901,0,2,2,2,1,2500,21880,1,28628,10,2,12.611342390913144,1,1,1,1,931,-389
5,73297,0,5,5,2,1,800,116766,1,17507,5,3,19.446889016731777,2,1,0,1,763,-58
2,40233,1,3,4,1,1,1500,15402,1,12516,5,1,15.666090018701722,2,2,2,1,1014,-322
1,31790,2,4,1,1,0,1500,102249,0,12906,3,2,12.964061170802545,2,1,2,1,964,-87
2,61072,2,0,3,2,0,2000,4958,1,9509,8,1,12.143255694362546,2,2,0,1,888,-440
0,59635,1,1,8,2,0,800,88486,0,19883,4,2,11.22937675406613,0,0,0,0,882,-191
5,59952,0,3,5,2,0,1500,141633,0,23739,4,3,19.73927818061459,2,2,1,1,874,-387
5,63216,0,2,10,1,0,1000,11274,2,15071,1,3,17.742612490576594,2,1,0,0,714,-426
2,75255,1,4,10,1,0,2000,47964,2,28690,10,1,11.039411850554435,1,2,2,1,986,-138
3,59640,1,3,9,0,1,1500,128941,2,23377,3,1,16.19614603404168,2,2,2,1,908,-381
3,38552,0,3,9,0,1,1500,103632,0,24290,3,0,14.909909689428098,1,1,1,1,971,-422
0,36425,0,3,4,0,1,2000,2311,2,23217,3,2,13.438726162637602,0,1,1,1,705,-229
4,39008,0,3,7,2,0,2500,132010,0,8223,3,2,18.98206465900556,2,2,2,1,781,36
1,76996,2,1,6,1,0,800,137001,2,11371,8,3,10.459819023752726,1,1,1,1,978,-119
2,65323,0,1,8,1,1,2000,72036,2,22431,7,1,15.143708253971988,1,1,2,1,968,-68
4,60457,2,3,9,0,1,1500,52547,0,13268,5,1,17.944791977949006,1,0,1,1,736,-511
4,73396,1,1,3,2,0,2500,73988,0,23412,8,1,11.658277010928304,2,1,0,0,902,-537
4,74973,2,4,10,0,1,2500,103197,2,26748,7,1,17.59848895036665,0,2,0,1,961,-237
3,57385,1,1,10,0,1,800,71478,1,7381,8,0,11.91010444732746,1,0,1,0,798,23
1,64076,2,2,10,0,1,2500,103430,1,22608,9,0,12.492920013757532,0,0,0,1,919,-176
5,68400,1,3,10,0,1,2500,92798,2,26942,10,1,19.462660886854025,0,2,1,1,825,-360
4,57639,0,0,4,1,0,2500,1037,0,9120,4,3,19.12964996563264,2,2,2,1,1008,-604
5,55578,2,5,8,1,0,2500,52817,0,21863,10,0,11.268867367937096,1,0,2,1,836,-495
4,63334,0,3,10,2,1,800,48814,1,11033,8,1,17.045003848222343,0,1,1,1,718,-114
3,57757,2,5,1,0,1,1500,13730,0,28379,10,2,12.609170101872568,0,1,1,1,819,-96
4,30531,2,5,2,2,1,1000,29461,1,17445,10,0,17.047297174100716,0,0,0,1,758,-51
4,58773,2,1,2,0,0,800,139937,1,9150,9,3,18.57101271725829,0,0,1,1,960,-209
1,78406,1,4,3,2,1,2000,137291,1,29614,1,0,10.18933006700573,1,1,1,1,739,-48
5,36786,2,5,5,2,0,800,138236,2,19909,7,3,19.808851486580288,2,2,0,1,777,-590
2,66564,2,1,6,1,1,1500,126228,0,11473,4,0,16.914605911713227,2,1,1,0,839,-565
5,67630,1,0,4,0,1,2500,123309,0,23926,3,3,17.66744544250768,2,1,2,1,1029,0
1,42771,1,3,4,2,1,2500,140229,1,27138,7,1,12.847377830119246,2,2,0,1,722,-403
2,33549,1,5,1,0,1,800,78334,0,10518,8,0,10.379306761793554,2,0,2,1,715,-328
1,55929,1,2,2,1,0,1000,53624,2,7641,9,1,16.244037748073882,0,1,0,0,800,-212
5,70819,1,0,7,0,0,800,106172,0,21180,7,0,15.85219595449489,2,2,1,1,799,-621
3,62771,2,2,1,2,0,800,141183,1,21647,8,0,19.67122222603252,0,1,0,1,977,35
3,46877,0,1,6,2,1,800,142831,0,14845,8,0,17.03907894506748,2,0,2,1,1012,-13
0,66415,2,2,3,1,1,2500,119803,1,17187,10,3,18.864959329037177,2,1,1,1,1005,-192
4,45873,2,4,10,1,1,1500,19525,1,14700,3,3,10.861821248976062,1,2,1,1,780,2
5,36554,2,0,6,1,1,800,88316,2,5192,6,0,12.074715263422116,1,1,0,0,717,-9
3,60193,2,5,3,0,0,1500,31538,2,24311,2,3,12.4499111410404,2,2,1,1,877,-478
1,36279,0,4,4,1,1,1500,133212,0,8638,6,1,18.03366650391744,2,1,1,1,822,-310
2,66106,2,0,1,1,0,1500,113849,0,25598,10,1,17.39539895506521,2,1,0,0,980,-418
3,57325,2,3,8,2,0,2000,100514,1,27410,10,1,10.448866820282207,1,1,1,1,803,-515
3,46830,1,5,2,2,0,1500,117300,0,7994,5,3,18.70245559471745,2,0,0,1,982,-116
2,64511,1,5,2,2,0,800,95054,1,26198,10,0,10.152056476379146,1,1,1,1,817,-532
2,55096,1,4,10,1,1,2000,78036,1,7283,9,0,17.50375903053307,0,1,2,1,806,-158
3,47473,2,3,1,1,1,1000,104791,1,24793,9,1,14.366337882620002,0,1,0,1,908,-394
4,42051,0,0,9,0,0,2000,71718,2,22240,6,3,14.211769611719866,1,1,2,1,765,-616
0,39199,2,2,2,2,1,1500,77980,2,25759,2,2,12.89588155330322,1,2,1,1,773,-581
2,49047,0,0,7,0,0,2000,64618,2,27934,6,0,18.600385784345384,0,0,2,1,1021,-556
3,53907,1,3,3,1,1,800,64296,1,5500,9,3,16.434281059759368,1,0,0,1,1023,-463
2,34325,1,4,3,1,0,1000,37339,0,18574,8,2,11.322893517508524,1,0,1,1,1013,-640
3,30107,2,1,1,0,0,1000,68491,1,17982,1,2,12.112499670820185,2,0,1,0,719,-527
3,50375,1,4,4,0,0,2000,2979,2,20802,4,2,18.58358202746769,2,1,0,1,772,-353
3,37335,2,3,10,1,0,800,103830,1,20910,9,3,19.04290303203528,0,2,0,1,882,-146
5,71447,1,4,6,1,0,2000,123982,1,22535,3,3,19.1939227830957,1,1,0,1,963,-48
5,36284,1,0,1,2,1,1000,142045,2,28063,4,1,15.707589041268276,1,1,0,0,826,-12
4,65243,0,0,10,1,1,1000,47826,2,20612,4,3,18.1406038444646,0,1,2,1,884,-314
4,35453,0,5,10,1,0,1000,97721,2,23815,7,0,13.362800050532442,1,1,1,1,843,-89
0,33230,1,4,6,1,0,1000,106664,0,13670,1,0,18.592467416501137,1,1,1,1,912,-101
3,79766,2,0,3,2,1,1000,74158,2,7789,3,3,10.811408284022768,2,0,2,1,877,-387
1,33519,1,2,8,0,1,2000,69368,1,7407,7,2,18.608356811194817,1,1,1,0,789,-187
1,79763,0,0,8,0,0,800,81144,0,10282,3,1,16.7891145878449,0,1,1,0,795,-481
0,43469,0,0,9,0,1,800,6086,0,25029,4,3,11.972435610205851,2,2,2,1,856,-143
3,47071,2,0,5,2,0,2500,123154,2,27208,9,1,14.265465834716457,0,1,0,0,760,-9
2,60763,1,1,1,0,0,800,13811,2,19861,7,0,12.451031584570652,0,0,1,0,731,-252
5,48986,0,2,9,0,1,2500,95433,0,23672,9,0,10.293642053656392,1,0,1,0,882,-415
2,78743,1,0,8,1,1,800,73657,2,21331,5,2,18.003181937095352,1,0,0,0,920,-184
0,49901,0,5,8,0,0,800,44837,0,13253,8,2,15.034017224705073,2,2,2,1,1025,-445
4,61853,2,4,6,2,0,1000,67882,2,28890,2,0,19.7213399280042,1,2,2,1,798,-107
5,57008,1,4,5,0,0,1000,126754,2,27483,2,2,18.042073875936538,0,1,1,1,903,-400
4,34954,2,0,4,2,0,1000,98677,0,16277,3,2,17.253718234726513,0,0,2,1,896,-268
1,58987,0,0,3,1,1,2000,108077,2,10699,4,3,14.043937348718968,2,2,1,1,778,-488
2,68799,2,2,2,0,0,1500,117309,1,10557,9,1,11.162564828300832,1,1,1,1,911,-534
1,33844,0,1,4,0,1,800,26960,1,9796,3,0,12.29722261334295,2,2,1,1,910,-62
1,40857,1,3,6,0,0,1000,79085,2,14387,5,3,15.596861433677326,1,2,2,1,984,-555
4,66138,1,4,8,0,1,1000,142286,0,18732,3,2,13.4397340791287,1,2,0,1,791,-230
0,55775,2,2,5,0,0,2500,37678,2,17326,8,2,15.2769397690793,2,2,0,1,854,-379
5,67496,2,5,10,0,1,2000,56026,1,9277,4,1,18.960899677713744,1,1,1,1,793,-309
1,32725,1,4,10,0,1,1500,81731,1,15316,2,3,12.91696968339904,0,2,1,1,984,-595
4,63803,2,0,2,1,0,1000,58811,1,25519,3,1,15.105058803229824,1,1,2,1,965,-327
5,62914,1,2,5,0,0,2000,50499,0,16941,4,3,13.03531084394256,2,1,1,0,794,-535
1,37509,0,5,8,1,1,800,102948,0,19650,7,1,11.104143206821671,2,0,1,1,979,-572
0,66267,0,3,9,2,0,1500,51996,0,19755,10,3,16.994040571794386,2,2,1,1,951,-3
1,53593,2,0,3,2,0,1000,51590,2,17955,4,0,11.30378905564071,0,0,1,0,991,-454
3,51975,0,5,1,0,0,2000,19776,2,24751,2,2,19.570471622139014,1,2,0,1,722,56
3,33998,2,1,3,2,0,1500,102131,0,8858,7,0,17.73060907769815,2,1,1,0,957,-263
5,57065,1,5,5,0,1,1500,131535,0,18559,6,2,11.536655194350386,1,2,0,1,876,-50
4,44242,1,5,3,0,1,2000,88338,0,18827,3,3,11.580877224901595,0,2,1,1,986,-80
4,59762,0,1,5,0,1,1500,49257,2,24000,5,2,13.316254524325393,2,0,1,0,733,-186
5,35230,0,3,6,1,0,1500,88616,2,5925,3,1,10.033734508096716,2,0,2,1,839,-484
4,39707,0,0,10,0,0,1000,56328,0,15171,10,1,17.636150627632027,1,2,2,1,768,-469
3,70846,2,5,7,2,0,1500,89897,0,9292,10,2,17.22203061591717,1,1,0,1,1018,-627
5,69019,1,4,9,0,1,800,78805,2,21989,8,3,13.437512774058206,1,2,2,1,827,-191
4,48338,1,1,6,2,1,1000,82326,2,6448,8,3,14.52020113029724,1,0,1,1,920,-277
2,45783,2,0,5,2,1,800,86047,1,16305,4,3,15.096746715598792,2,0,0,0,773,-589
3,30498,1,2,10,0,0,1500,91177,1,20165,3,2,17.619309820710882,2,0,0,0,990,-403
2,39266,1,4,9,1,1,2000,107488,0,16383,8,2,19.37613171673224,0,1,2,1,793,-146
5,57816,2,4,7,1,0,2500,112866,0,18038,6,1,18.752982059215128,1,2,0,1,801,-598
1,75965,1,5,3,0,0,2500,86042,1,25871,2,1,10.865957083637426,2,1,1,1,1003,-91
3,61851,1,0,7,2,0,2000,87117,2,15942,2,2,10.86905603474268,1,1,1,0,878,-86
5,47173,0,1,10,1,1,1000,102999,2,26136,10,1,16.37524614866556,0,0,2,1,903,-351
0,64205,2,3,6,2,1,2500,119784,0,23652,3,2,14.617004660779862,1,0,1,1,815,-208
1,57211,0,0,6,0,1,1500,89087,2,17059,7,3,16.67366946168441,1,1,1,0,880,-619
4,54999,1,2,2,2,1,1500,117825,2,19727,3,2,10.246457291281216,2,2,0,1,901,-335
0,38358,1,4,6,1,0,1500,124871,1,19631,6,3,17.186215527790154,1,1,1,1,1020,-314
4,73130,2,3,9,0,0,800,126104,1,29215,1,1,15.120144411975858,1,1,1,1,739,-131
3,70706,2,2,9,0,1,2500,13720,2,15752,5,3,12.047422353855412,1,0,2,1,860,-543
2,41630,0,3,10,2,1,2000,4746,2,18221,1,1,10.57213895632341,2,0,0,1,907,-13
3,61433,2,4,8,2,1,800,147295,0,13950,3,2,17.62795288738517,2,2,1,1,719,-523
2,31084,1,5,7,1,0,2000,50306,1,13819,2,3,16.042300673028254,0,2,1,1,869,-150
1,76456,1,4,5,0,0,800,6634,2,10808,2,1,19.530997377523697,0,2,2,1,814,-242
3,32532,2,5,5,2,1,1000,22864,2,24744,7,1,18.4302547770325,2,1,1,1,921,-438
5,77270,1,1,4,1,1,1500,19466,0,29761,4,0,15.229514985067237,0,2,0,1,970,-430
0,40562,2,1,4,0,0,2000,5391,1,27580,4,0,10.422606123680552,0,1,2,1,823,-102
2,75308,0,2,7,2,1,800,57866,0,8608,5,0,13.735958458472195,1,0,2,1,842,-113
2,53135,1,5,2,1,1,2000,104637,0,9497,10,2,15.7077441847194,2,2,1,1,952,-566
5,43635,1,1,6,2,1,1000,32722,0,16087,6,2,13.281842870234836,0,0,0,0,884,-511
4,37862,2,4,10,2,1,1500,114685,0,10610,5,2,17.607650420973588,1,2,1,1,763,-608
1,37602,0,0,4,1,0,2000,60053,1,29075,5,1,19.95674289373232,1,0,0,0,979,-369
0,74700,1,2,3,0,1,2000,16727,0,21960,4,0,15.166252190936168,0,1,2,1,1003,-584
4,75810,0,2,9,2,0,800,52486,1,22238,3,2,19.505944057932624,1,0,1,0,769,-79
5,68278,0,1,4,0,0,1500,123735,1,22259,10,2,12.923153561069508,0,0,2,1,814,-146
5,48643,1,0,5,1,0,2500,46393,0,24627,2,2,14.736931639750914,0,2,2,1,846,-542
2,58830,1,3,3,2,0,1500,45733,0,10101,4,1,13.89482686002967,0,2,1,1,838,-181
4,63922,1,0,3,1,1,1000,19791,2,9902,8,1,12.347428261458589,1,2,0,1,960,-194
0,34310,0,1,7,2,0,2000,46291,0,14865,3,3,19.04960533993185,1,1,1,0,864,31
1,44264,1,0,10,0,1,1500,94550,0,28442,2,1,10.88837737941912,1,1,0,0,1019,-628
2,45408,2,0,7,0,0,800,78882,1,22547,5,1,13.771258253810936,0,0,2,1,989,-489
0,30869,2,1,10,2,1,1000,85825,2,25517,3,2,10.91963359829725,2,0,2,1,730,-48
2,57171,0,1,5,0,1,2000,59881,2,15704,5,2,12.259926746957763,1,0,2,1,1008,-326
4,56585,1,1,9,1,1,1000,65239,0,28370,2,1,11.746082050718565,0,0,2,1,998,-316
5,60255,1,3,4,1,0,800,32753,2,5740,6,0,12.0591092139734,2,1,0,0,1021,-19
5,79675,1,0,10,2,1,800,36449,1,18924,8,2,19.33026150670709,0,0,0,1,771,-372
5,38257,1,3,1,2,0,1000,140670,2,11736,6,0,16.645432041576466,0,2,0,1,843,-566
4,46391,2,2,8,2,1,2000,110945,1,20329,7,0,14.141612453191,2,1,1,1,902,-621
2,59246,0,0,4,2,1,2500,23820,2,24237,2,1,11.452075831848132,1,0,1,0,856,-24
4,43932,0,5,5,0,1,2000,107482,2,15233,1,0,19.821828173503448,2,1,1,1,977,-44
2,45288,0,0,4,0,1,1000,6999,2,26886,1,1,10.738055694607272,2,1,1,0,946,-416
3,37057,0,1,6,2,0,800,36448,0,24526,3,0,10.383825771293232,1,1,1,0,713,-299
2,78342,2,5,5,2,0,800,12415,0,24986,2,3,10.852036904481848,0,2,2,1,1017,-422
0,63874,2,1,10,2,0,2000,143268,1,23748,4,3,14.488402728311062,1,2,0,1,960,-15
5,32341,2,5,10,1,0,1000,134916,0,6114,7,3,13.637318046518471,0,2,0,1,776,-335
3,48333,2,0,4,1,0,2000,55300,2,27727,7,3,17.364847688352846,1,1,0,0,983,-72
1,56084,1,3,7,1,1,2500,21728,1,24664,6,0,19.9697930232172,1,1,1,0,881,-260
2,51721,2,4,4,0,1,1000,40250,2,24409,7,0,14.855442723560277,2,1,1,1,847,-317
3,45657,1,0,10,0,0,2500,131133,2,12648,8,3,15.23914533899948,1,1,2,1,755,-521
5,71919,0,1,8,0,1,2000,127646,0,22647,5,3,18.050051323490468,0,0,1,0,809,-143
5,34516,2,2,9,2,1,1000,126138,1,15459,10,0,14.821375400584577,0,1,0,1,1000,-248
4,34263,0,0,5,1,0,2500,57088,1,10057,7,3,11.941280562964817,2,1,2,1,909,-36
0,45558,1,0,5,2,0,1000,62400,1,10161,5,3,10.796435744897558,0,0,0,0,788,-117
4,65340,2,3,8,0,0,1500,45131,0,5985,3,2,15.354997067183149,1,2,0,1,780,-396
5,53495,1,5,7,1,1,800,118974,1,23526,7,1,11.089971198167657,0,1,1,1,1029,-217
5,62244,0,3,8,0,0,2500,125677,1,11532,4,2,13.368727444191112,1,2,0,1,708,23
1,50708,0,2,4,0,0,1000,95183,2,17227,6,0,12.254463428446217,2,2,0,1,891,-214
2,33607,0,1,2,1,1,800,94372,2,18808,10,0,10.118969978158733,0,0,1,0,799,47
5,52172,1,5,4,2,0,800,74383,0,26620,9,2,17.23280268109152,2,2,0,1,708,-578
0,37080,2,2,6,2,1,1000,107322,0,12952,8,3,11.76611477588146,1,2,0,1,866,-403
1,39897,2,4,4,2,1,2500,147811,1,16300,7,2,17.19230397549439,1,1,0,1,1023,-434
0,44368,1,1,10,0,0,2500,118151,1,26962,6,1,19.72608960257521,0,2,0,1,920,-413
2,42359,1,1,2,2,0,800,71762,1,5210,4,1,10.136452647496796,2,1,1,0,801,-395
5,39125,2,0,3,0,1,1500,31752,1,12275,3,1,12.728162095691468,2,2,0,1,948,-23
2,48301,2,4,4,0,1,800,13273,2,18818,4,1,13.63765034247611,0,0,0,1,1032,-529
2,76091,2,3,10,2,0,2000,116649,2,8396,2,1,19.18215056767083,1,2,1,1,849,-354
3,30729,1,3,4,2,0,1000,99898,2,7972,2,0,13.09243276019792,0,2,2,1,734,44
5,58030,0,1,4,2,0,800,143369,0,17604,3,1,17.091487447701518,1,1,0,0,841,-327
1,79575,2,0,2,0,0,2000,47865,2,5977,7,3,12.687162100579226,2,1,0,0,826,48
4,37133,1,5,8,2,0,2000,31717,1,15837,9,0,16.892978006479584,1,2,2,1,1004,-160
5,41733,0,2,10,1,1,1000,13085,1,8054,4,1,18.236369182051664,0,0,0,0,799,-391
4,51920,0,5,7,1,0,1500,149113,0,15982,7,0,15.982980849372307,0,1,1,1,957,-392
3,45717,2,4,1,2,0,1500,147737,0,21634,8,1,12.773251832930058,0,1,1,1,848,-71
0,60381,2,2,4,0,0,2000,36575,2,16206,9,0,10.573969685548702,2,1,2,1,948,-289
1,36143,2,3,7,0,1,800,40885,2,7000,2,2,11.163301292689797,2,2,1,1,887,45
0,68725,1,2,6,2,0,1500,128791,0,25354,10,1,11.155779016597094,0,2,2,1,842,-168
3,54338,1,3,9,0,1,1500,98422,0,23409,5,0,14.993479396935808,1,1,1,0,742,-401
5,64158,2,1,6,0,1,2000,58409,2,13879,4,2,16.15448586365766,0,0,0,0,781,33
3,37017,0,0,8,1,0,1500,32653,1,7914,6,3,12.0929964414809,0,2,1,1,874,-174
0,54863,2,5,9,1,0,2000,31875,0,13158,10,2,15.10101063484852,2,2,2,1,794,-87
0,49099,0,5,10,0,0,1000,112491,2,16892,7,0,13.2984027692139,2,0,2,1,771,-98
1,53476,1,3,2,0,1,1500,124614,1,16075,5,1,14.29076099184866,1,2,1,1,822,39
4,60943,0,2,4,2,0,2500,62208,2,21530,3,1,14.13688084520168,0,0,0,0,1008,-487
3,33342,0,4,10,2,0,1500,127505,1,27506,4,1,17.917388232002327,1,1,0,1,756,-609
2,45856,0,5,10,2,0,1000,29160,1,13180,10,1,11.007502539757702,0,1,0,1,720,-393
4,50344,1,1,5,2,0,1500,78517,2,5626,1,0,19.10113742893382,2,2,2,1,757,39
3,56603,2,1,9,1,1,1000,21784,1,25667,10,1,18.754527880803053,0,1,0,0,1015,-493
5,50817,1,4,2,2,1,1000,77531,2,10686,5,0,18.76865517141752,2,0,2,1,717,-439
0,40303,0,2,6,0,1,1000,114434,2,27990,1,2,17.640366259903775,1,0,1,0,710,-427
0,43902,0,3,7,2,1,2000,64890,0,19987,6,0,17.679928905951662,0,1,1,1,961,-302
2,71062,0,5,4,2,0,2000,125517,1,11225,10,1,12.87602559241044,2,2,1,1,998,-44
1,59184,2,1,2,1,1,1500,56135,2,9533,4,1,17.663314289699493,1,2,1,1,980,-363
0,46713,2,4,7,2,0,1000,43031,2,29882,1,2,15.904020161960869,2,0,2,1,1030,-428
5,62609,2,3,7,0,0,800,72251,1,24494,7,0,12.671144743147028,0,1,0,1,818,-148
0,46131,2,2,10,1,1,1000,54094,2,8511,9,2,19.76198704317595,2,2,2,1,787,-332
4,55846,2,1,2,1,1,800,13446,0,12601,6,2,12.187977035910793,2,2,2,1,968,-377
1,35099,1,2,6,2,0,800,103521,1,11777,10,2,12.035554183180151,2,2,2,1,885,-63
0,59103,1,2,5,1,1,1500,100885,0,6319,8,2,18.60891894621627,1,1,0,1,1005,-613
0,34933,0,2,9,0,0,1000,43736,0,27262,4,1,18.153886413798773,0,2,1,1,750,-546
5,70729,2,4,8,2,0,1500,90155,1,21448,10,3,10.25830214089935,1,1,0,1,924,-490
3,64435,2,4,5,0,0,2500,8078,1,17181,2,1,13.454729152165712,2,0,1,1,889,-355
3,41806,0,5,5,1,1,2500,50196,2,20535,10,3,18.5826167963555,0,0,2,1,719,-45
3,45786,2,0,1,1,0,2000,103724,1,23980,10,1,16.41965491647147,1,2,2,1,923,-558
5,57240,2,0,4,2,1,2000,7783,1,11606,4,1,19.31504547592481,2,0,1,0,808,-128
4,79257,1,0,10,2,1,800,130250,1,6623,1,0,18.26915759597368,1,2,2,1,833,-540
1,38177,0,5,2,1,1,1000,100142,1,14232,6,0,13.237337787579865,1,2,1,1,972,6
2,63435,1,1,9,1,0,2500,125149,2,29332,3,2,11.090995677659055,1,2,2,1,756,-464
4,52902,2,4,1,2,0,2500,100118,2,29011,2,2,17.29741532298113,0,2,2,1,980,-53
0,70410,2,2,1,2,1,800,13885,2,21325,1,1,19.793409633171382,2,2,1,1,758,-79
4,41221,2,2,5,1,0,2500,24890,1,8997,9,1,15.665651746429456,2,1,2,1,956,-314
4,33533,0,5,6,1,1,1000,137360,0,12105,7,3,17.668022152672847,0,2,2,1,977,-590
0,32563,0,2,8,0,0,1500,63449,0,15353,7,0,12.616263133847267,1,1,0,0,920,26
3,39538,2,2,6,2,0,800,46996,1,14340,2,0,18.56201210567644,2,1,0,1,857,-429
3,52029,1,3,8,2,0,1500,47690,0,24506,5,0,11.533101801695356,2,1,0,0,790,-343
0,71697,0,0,9,0,1,2000,58462,1,8343,1,0,13.872892441981044,2,2,1,1,861,-65
2,69547,2,0,4,0,1,2000,69388,1,27569,5,0,15.64588265626564,2,1,1,0,1034,-282
0,78455,1,1,8,1,1,2000,55330,1,20141,8,3,12.328201391454089,1,2,2,1,858,-506
3,59220,1,0,5,2,0,2000,42280,2,5887,7,0,16.383032635054715,1,0,1,0,824,-495
2,31993,1,2,9,1,1,1500,85684,1,15282,8,0,17.30176736227888,2,1,2,1,973,-194
1,45334,2,0,1,1,0,1000,48298,1,21112,9,0,10.654519697297909,1,2,1,1,725,-208
4,63866,2,1,5,1,0,1000,5531,0,26373,7,3,12.07965074804309,1,2,0,1,798,-618
5,68796,0,0,7,1,0,1000,58432,0,24124,1,3,10.537809764973554,1,2,0,1,911,-154
1,59402,2,0,7,1,1,2000,49766,1,23566,4,3,13.408500248116509,2,2,2,1,867,33
2,76079,2,3,6,2,1,1500,33372,1,6214,1,3,18.511058295864224,0,0,0,1,737,-54
2,54551,2,2,10,1,0,1500,63166,2,26233,5,0,12.5331620140782,0,1,0,1,733,-374
2,43726,2,2,2,1,1,1000,50055,2,27983,7,2,17.77491550549437,2,0,2,1,758,-33
3,71948,0,1,4,0,1,2000,86277,0,26669,8,2,13.215236879817066,0,1,1,1,854,-583
0,79801,0,0,8,0,1,2500,74749,2,24224,3,2,14.089222899932636,1,0,0,0,836,-161
