Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Last_Service_Days,Warranty_Days_Left
Motorcycle,70723,Good,1,10,Diesel,Manual,1500,148343,Third,29060,3,0,13.285600302830302,New,Worn Out,Good,1,984,-270
Motorcycle,72442,Poor,2,8,Petrol,Manual,1000,87534,Third,5221,4,3,11.859678307812665,Worn Out,New,Good,1,809,-301
Motorcycle,61452,Good,0,10,Diesel,Manual,1000,71931,First,29683,9,1,19.612916526830485,New,Worn Out,Good,1,805,34
Van,30234,Average,0,2,Diesel,Automatic,800,111199,Third,9626,9,1,19.501972108571376,Worn Out,New,Weak,1,723,21
Van,49486,Average,4,10,Diesel,Manual,2000,103081,First,22236,10,3,10.368287207558684,Worn Out,New,Good,1,938,-425
Car,33622,Good,5,3,Diesel,Automatic,2000,120947,First,29733,6,0,19.940054871095125,Worn Out,New,Good,1,720,-475
Truck,72901,Good,2,3,Electric,Manual,2000,132433,First,17211,2,2,11.47802715982187,Worn Out,Worn Out,Good,1,847,-308
Truck,74721,Good,0,2,Diesel,Manual,2500,56779,Third,19546,8,0,10.374541634949423,Good,New,Weak,1,868,-231
Bus,37036,Good,5,2,Electric,Automatic,800,33150,Third,23390,10,1,16.316048799759685,Good,Worn Out,Weak,1,992,-419
Truck,74803,Good,4,2,Petrol,Manual,2500,22789,Second,23460,3,3,11.01401638332011,New,New,Good,1,891,-580
Motorcycle,52529,Good,2,5,Petrol,Automatic,2000,136742,Third,26863,10,2,17.936912078521395,Worn Out,Good,Good,1,800,39
Truck,43061,Good,0,10,Petrol,Automatic,1500,113822,Second,10927,3,1,12.045416687384256,New,Good,Weak,1,877,-5
Motorcycle,68607,Poor,2,4,Petrol,Automatic,800,12478,First,21644,10,3,10.024364302038029,Good,Good,New,1,752,-173
SUV,64997,Poor,1,2,Electric,Manual,2000,138280,Third,10836,9,1,17.16580185330134,New,Good,Good,0,850,-41
Truck,33750,Good,5,2,Diesel,Automatic,1500,114258,First,19117,9,0,18.46282491871218,New,Good,New,1,974,-253
Van,78671,Poor,2,2,Electric,Manual,800,12295,Second,17782,10,3,13.71790766392811,Worn Out,Good,Good,1,800,-22
SUV,46896,Average,2,1,Diesel,Manual,1000,90806,First,17457,1,2,16.583326415492408,New,Good,Good,0,896,-345
Motorcycle,37209,Poor,4,3,Petrol,Automatic,1500,90189,Third,9031,4,0,11.922472360203034,Good,New,Good,1,847,-593
Bus,36661,Average,0,4,Electric,Manual,800,32512,Second,27521,2,0,15.414807826978636,Worn Out,Worn Out,New,1,987,-198
Truck,45035,Poor,3,9,Electric,Automatic,800,50876,First,18173,5,0,18.9840932943029,Good,New,New,1,943,-527
Motorcycle,48647,Poor,3,4,Electric,Manual,2500,78286,Third,25495,6,0,11.242135142749202,New,Good,Weak,1,963,-339
Car,79848,Good,1,9,Electric,Manual,1000,124935,Second,24890,6,1,18.05657907422586,Worn Out,Worn Out,New,1,713,-305
Car,61601,Good,2,3,Diesel,Manual,1000,112107,First,23105,9,1,12.564957046438902,New,New,New,0,842,-529
SUV,35922,Average,5,4,Electric,Manual,1000,87586,Third,13089,7,0,17.85201245736382,Good,New,New,1,880,9
Bus,65989,Poor,4,7,Electric,Automatic,1500,98267,Third,13225,9,0,19.19445330971815,Good,New,Good,1,812,-173
Van,60077,Poor,3,9,Petrol,Manual,800,39828,Third,22840,7,0,16.151056552908017,Good,New,Weak,1,1020,-38
Motorcycle,38799,Good,2,1,Diesel,Manual,1500,121555,Second,8463,8,1,19.72591872643153,Good,Worn Out,Good,1,1025,-220
Bus,63956,Average,3,1,Electric,Automatic,800,15288,Third,22851,7,1,11.596058244892989,New,Good,Good,1,743,-23
Truck,73884,Poor,2,9,Diesel,Manual,800,149980,Third,25297,5,3,15.501935408684009,Worn Out,New,New,1,790,8
Bus,60171,Good,3,6,Petrol,Manual,800,54616,Second,22885,10,1,12.0249970311141,Worn Out,Good,Weak,1,970,-547
Bus,49216,Poor,2,1,Diesel,Automatic,800,113734,Third,11244,10,0,14.905976106769918,Good,Good,Good,1,798,-413
Truck,36816,Good,2,8,Electric,Manual,2500,54475,Third,11381,9,1,19.9350880663846,Worn Out,Good,Good,0,855,-229
Motorcycle,37049,Good,0,3,Petrol,Automatic,1000,136374,First,10241,9,3,13.366589059771965,New,Good,Good,1,730,-347
SUV,49511,Poor,5,7,Petrol,Manual,2000,144079,Second,6103,9,1,17.162063291087936,Worn Out,Worn Out,New,1,850,-71
Van,75362,Good,5,4,Petrol,Automatic,1500,147602,Second,19844,4,1,11.959044723803782,Good,Worn Out,Weak,1,859,-455
Car,30680,Good,5,6,Electric,Automatic,2500,49438,Third,15705,2,2,13.71002417272676,Worn Out,New,Weak,1,791,-470
SUV,42903,Good,1,10,Diesel,Automatic,1000,135763,Second,6531,7,1,16.557881262089786,Good,New,Good,0,1030,-248
Van,42324,Poor,5,2,Electric,Manual,2500,17871,First,15787,3,3,12.382019048046637,New,New,Weak,1,832,-46
Motorcycle,69539,Poor,2,1,Electric,Manual,2500,2231,Second,18684,9,3,14.310893738927652,Worn Out,New,Good,1,950,-107
Car,78734,Average,4,3,Diesel,Automatic,800,107840,Second,29794,2,3,18.9527101941788,Worn Out,Good,Weak,1,798,-611
SUV,76943,Good,1,9,Petrol,Automatic,2000,39409,Second,18053,7,3,17.29305441467349,New,Good,Good,0,1034,-637
Van,40247,Poor,0,4,Petrol,Automatic,2500,32065,Second,17747,6,0,13.761551895254543,New,New,Good,0,781,-93
Car,45210,Poor,4,7,Diesel,Automatic,800,140318,Third,12492,2,1,16.465672678905392,Good,Worn Out,Good,1,1030,-187
Truck,57271,Good,1,4,Petrol,Manual,800,122780,Second,26547,3,3,12.720029325634542,New,Good,New,0,744,-298
Truck,31162,Average,2,4,Diesel,Manual,1500,137570,Second,18476,10,1,10.12404843628541,Worn Out,New,New,0,949,-211
SUV,69412,Good,5,4,Petrol,Manual,1500,62443,Third,9172,8,1,12.61551318447931,New,New,Weak,1,868,-422
SUV,76242,Average,1,6,Petrol,Manual,2500,46823,Third,23010,4,1,17.599119387984935,Good,Worn Out,New,1,915,-606
Bus,48551,Poor,1,6,Electric,Automatic,800,13140,Second,29520,8,0,10.944129101228263,Good,Good,Good,0,863,3
SUV,38068,Good,1,8,Diesel,Manual,800,83039,First,19699,2,3,13.29946308300065,Good,Worn Out,Weak,1,1021,-372
Motorcycle,33539,Poor,5,3,Electric,Automatic,2000,139153,Third,29985,8,2,11.52555913805674,New,New,Good,1,860,-471
Motorcycle,78699,Poor,2,9,Petrol,Manual,1000,57076,First,8277,3,2,19.562661933224863,Good,New,Good,1,1021,-39
Truck,34079,Poor,5,9,Diesel,Manual,1500,119481,First,18861,5,2,19.11316813640397,New,Good,Weak,1,789,-482
Bus,67579,Poor,4,8,Petrol,Automatic,1000,53864,First,6725,7,1,19.00836090182784,Good,Worn Out,Weak,1,702,-293
Truck,66264,Poor,4,5,Electric,Automatic,2500,4058,Third,14218,1,0,18.338744722308626,Worn Out,Good,New,1,975,-558
SUV,71779,Good,2,5,Diesel,Manual,1000,74133,First,22556,2,1,18.95978233772557,Worn Out,Good,Good,0,899,-358
Truck,57383,Poor,0,8,Electric,Manual,800,107579,Second,12958,3,3,15.768976201101983,Worn Out,New,Good,0,830,-462
Motorcycle,70660,Average,2,10,Petrol,Automatic,2500,20968,Third,27270,1,2,16.231885129324947,New,New,Weak,1,859,59
Car,50513,Good,3,7,Electric,Automatic,1000,69790,Third,19742,9,0,13.935640903667665,Good,New,Weak,1,750,-640
SUV,49855,Good,4,2,Electric,Manual,1500,9400,First,6282,5,2,17.57395348327896,Worn Out,Good,New,1,862,-373
Motorcycle,75940,Average,5,5,Electric,Manual,2500,75371,First,20677,1,1,19.41876363850537,Good,Worn Out,Weak,1,891,-489
Bus,59769,Average,3,4,Diesel,Manual,2500,32091,Second,24225,9,1,13.138844000744058,Good,Worn Out,Good,1,949,-460
Bus,64702,Poor,2,7,Electric,Automatic,2000,127607,Third,7120,4,1,14.229984045993872,Worn Out,Good,Good,1,919,-354
Van,51700,Average,2,3,Diesel,Automatic,1500,50293,Third,18107,8,0,18.667731452093417,Worn Out,Good,Weak,1,924,-319
Car,36429,Good,2,9,Diesel,Manual,1500,148267,Third,21975,9,2,15.31826479946458,Worn Out,Good,Good,1,908,-73
Motorcycle,69415,Good,4,8,Electric,Manual,1000,88387,Second,17160,6,0,16.48671393744131,Good,New,Weak,1,834,-340
Motorcycle,57677,Average,4,7,Electric,Manual,800,141304,Third,17973,4,3,12.181877085543936,Good,New,New,1,1017,-500
Motorcycle,73269,Poor,0,9,Petrol,Automatic,1000,55383,Third,9021,3,1,10.190056945234982,Good,Worn Out,New,1,920,-104
Truck,61563,Good,5,10,Petrol,Automatic,2000,77370,Second,28547,2,2,18.52803227234339,Worn Out,Good,New,1,983,-570
Motorcycle,54313,Average,1,5,Petrol,Manual,2000,56561,Third,25859,3,1,13.842778604410194,Worn Out,New,New,0,824,-516
SUV,46952,Good,5,8,Diesel,Automatic,1000,145345,Second,11222,8,1,16.172303601029515,New,Worn Out,New,1,819,-144
Car,80000,Average,5,3,Diesel,Automatic,1500,101856,First,24727,7,0,10.741466835742544,Worn Out,Good,Good,1,765,-387
Van,56128,Poor,2,9,Electric,Manual,1000,105307,Second,23404,5,0,14.146217480260669,Good,New,Weak,1,826,-521
Bus,36886,Good,4,4,Petrol,Manual,2000,126888,Second,8228,1,1,14.917774908201338,Good,New,Good,1,906,-10
Truck,39607,Average,2,4,Diesel,Manual,800,15556,Second,7790,5,2,16.12339606762321,Good,Worn Out,Good,1,839,-461
Bus,48073,Good,2,1,Diesel,Automatic,1000,66807,Second,20742,8,0,10.004271867213156,Worn Out,New,New,0,964,-366
Bus,43721,Average,3,10,Diesel,Manual,2000,80332,Third,6590,1,3,18.103638801252544,New,Good,Weak,1,757,-260
Truck,43217,Good,5,2,Diesel,Automatic,2500,148868,Second,28449,1,0,14.790587441347558,Worn Out,Good,Good,1,943,-83
Motorcycle,40091,Poor,5,7,Petrol,Manual,2000,130400,First,12040,4,2,18.5090329226398,Good,New,Weak,1,790,-124
Van,79037,Good,4,4,Electric,Automatic,2500,63035,Second,23032,4,1,16.69057246616851,Good,Worn Out,New,1,998,-255
Bus,70545,Poor,2,4,Diesel,Manual,2500,72980,First,26645,2,3,15.079520046733409,Good,Worn Out,New,1,832,-422
Car,36925,Good,5,8,Electric,Manual,1500,108340,First,24588,4,0,10.23782940208898,New,Worn Out,New,1,831,-544
SUV,72987,Good,0,7,Petrol,Manual,2000,42999,Third,13034,5,1,10.2970924000981,New,Good,Weak,1,817,-209
Bus,34935,Poor,2,9,Petrol,Manual,1500,17702,Third,20101,10,3,12.252877369360416,Good,Worn Out,Good,1,997,-278
Car,36274,Good,0,5,Petrol,Manual,1000,68660,First,23606,4,3,15.125920005906952,Worn Out,New,Weak,1,714,-538
Car,62531,Poor,3,3,Electric,Manual,2500,138166,First,11182,9,1,14.35136589360546,New,Worn Out,Good,1,821,-608
Car,78689,Good,4,8,Petrol,Automatic,2500,33533,First,8492,8,0,17.99978413439442,New,Worn Out,Weak,1,892,-554
Truck,36599,Average,3,6,Petrol,Automatic,1500,46944,Second,26061,6,3,12.640341758249752,New,Worn Out,Good,1,742,-396
SUV,52026,Average,2,5,Petrol,Automatic,2000,105678,Third,17833,3,3,10.507286905548591,Good,Good,Weak,1,813,-605
Bus,38326,Average,5,5,Diesel,Automatic,2000,53514,First,23985,9,2,18.44964767483481,Good,Good,Weak,1,861,-315
SUV,52011,Good,2,1,Electric,Automatic,1000,49881,First,19269,1,1,10.086578120685042,Good,New,New,0,722,-588
SUV,51719,Average,2,4,Petrol,Automatic,1500,64444,Third,14155,10,1,19.40832463593368,Worn Out,New,Weak,1,1025,-275
Van,56419,Good,5,5,Diesel,Automatic,2000,14827,Second,5257,5,0,19.47870221485261,New,Worn Out,Good,1,1007,-564
Truck,32589,Average,1,5,Electric,Manual,2500,97995,Second,5789,5,0,11.140082541275358,Good,New,Weak,1,968,-194
SUV,72421,Average,4,2,Petrol,Automatic,1000,127299,Third,11972,8,1,18.8253773760024,Worn Out,Good,Good,1,891,-359
SUV,75786,Average,2,1,Electric,Manual,2000,5089,Third,9094,3,3,16.613008363979375,New,Good,Good,0,1001,-380
Car,56622,Good,0,9,Petrol,Automatic,1500,148821,First,14771,6,0,17.82390464049462,Good,Worn Out,Weak,1,1031,-357
Bus,43824,Average,2,1,Petrol,Manual,1000,93869,Third,14342,4,0,18.26287135732462,Good,New,Weak,1,960,-339
Motorcycle,56951,Poor,5,6,Electric,Manual,2000,85828,Third,19515,3,3,17.80538658293714,Good,Worn Out,Weak,1,928,-223
Car,57229,Average,1,7,Electric,Manual,1000,116281,Third,13219,10,3,17.7361695802185,Good,Worn Out,New,1,927,-6
Bus,78470,Poor,4,9,Diesel,Manual,2500,109030,Second,29574,5,3,13.248486508314471,New,Good,Weak,1,1030,-483
Van,40902,Good,5,1,Diesel,Automatic,2000,11097,First,23266,4,2,19.294332256585207,New,Worn Out,New,1,928,-612
Bus,46208,Good,2,4,Diesel,Automatic,2000,38668,First,22045,8,3,19.75896920535536,Worn Out,New,Good,1,869,-589
Truck,36475,Good,5,7,Diesel,Automatic,1500,25042,First,11703,9,2,18.6710092667543,Good,Good,New,1,1028,-156
Truck,34815,Average,1,3,Petrol,Manual,2000,99465,First,18419,1,3,11.750757633022925,New,Worn Out,Good,1,740,-325
Truck,66407,Good,4,2,Electric,Manual,1500,42039,Third,28916,6,1,18.82129093565884,Worn Out,Worn Out,Good,1,1007,-247
Bus,42240,Good,2,5,Diesel,Automatic,2500,95935,Third,13415,8,1,12.16355693978323,New,Good,Weak,1,911,-300
Truck,76524,Average,5,5,Petrol,Automatic,800,107090,Third,21212,8,0,18.75408436903408,Good,New,Good,1,1033,-594
SUV,78379,Good,5,2,Petrol,Automatic,1500,70272,First,14002,3,1,11.922603019737162,Good,Worn Out,Good,1,803,-12
Van,51866,Poor,0,10,Petrol,Automatic,1500,29319,First,27156,1,0,15.359437032608792,New,New,Good,0,968,-510
Van,63080,Average,3,3,Diesel,Manual,1000,131376,Third,15298,8,2,17.729676201973156,Good,Good,Good,1,1011,-368
Bus,72567,Poor,4,10,Diesel,Manual,800,8769,Third,19257,4,2,10.237718826853015,New,Good,Weak,1,840,-462
Bus,59904,Average,2,8,Petrol,Automatic,1000,117297,Third,8383,10,1,14.396552904769774,New,New,New,0,893,-501
Bus,56954,Average,4,9,Petrol,Automatic,1500,108106,Second,24997,10,0,16.038963791847856,New,Worn Out,New,1,784,-632
Truck,47363,Average,1,1,Electric,Automatic,800,33301,Third,29785,3,0,19.13514681614984,Worn Out,New,Weak,1,730,-87
Bus,59184,Poor,4,6,Electric,Manual,1000,128589,First,12736,3,0,18.21931022265559,Worn Out,Worn Out,Good,1,776,-268
SUV,60143,Good,1,5,Petrol,Manual,800,22336,Second,9351,5,2,18.32102564471596,New,Worn Out,Good,1,795,-619
Van,69216,Average,0,8,Petrol,Automatic,800,81081,First,26251,1,0,17.917448276273824,Good,Good,Good,0,758,-599
SUV,69354,Average,0,2,Diesel,Automatic,1000,82139,Third,21470,7,0,11.906332617203404,New,New,New,0,1007,-424
SUV,49621,Average,5,3,Electric,Manual,800,91147,Third,5979,8,3,16.800757965892906,Good,Worn Out,Good,1,711,-432
Van,51098,Poor,0,2,Electric,Manual,800,117238,First,13377,7,2,19.367112681933182,Worn Out,New,Weak,1,742,-42
Car,63060,Poor,1,7,Diesel,Automatic,2000,108962,Second,10625,8,1,19.90755086139985,Good,Worn Out,Good,1,759,-265
Bus,59928,Poor,0,1,Petrol,Manual,1000,45397,Second,25372,4,0,15.7836285465219,Good,Worn Out,New,1,988,-180
SUV,55700,Poor,3,2,Petrol,Manual,1000,106260,First,29249,7,1,19.9660761593912,New,New,New,1,990,-385
Truck,34243,Poor,3,4,Petrol,Manual,2000,55999,Third,5736,8,3,11.273432432050832,New,Good,Weak,1,909,-490
Bus,62173,Poor,0,9,Petrol,Manual,2000,73351,Third,7644,8,1,16.692745479633345,Worn Out,New,Good,0,773,-259
Motorcycle,42622,Good,5,2,Petrol,Manual,2500,120880,First,16394,6,1,12.009963574764988,Good,New,Weak,1,1024,-359
Motorcycle,73507,Average,5,8,Petrol,Automatic,2500,136921,Third,10848,9,0,17.67732172004017,Worn Out,New,New,1,837,-226
Bus,59810,Average,1,9,Electric,Manual,1000,73969,First,9812,3,2,10.033126569601604,Good,Good,Weak,1,870,-150
Truck,43640,Average,3,3,Electric,Manual,1000,41005,Second,10692,5,2,10.466864897706673,Worn Out,Good,New,1,927,-550
Van,45748,Good,3,5,Petrol,Automatic,1500,134892,First,25581,4,3,13.908906138100557,New,New,Good,0,956,-292
SUV,74312,Average,4,10,Electric,Automatic,2500,130536,Third,17912,5,2,19.37649289761836,New,Good,Weak,1,948,-517
Bus,69222,Poor,4,9,Petrol,Manual,1000,26460,Third,26015,10,3,14.896575198274824,New,New,Weak,1,776,-238
Bus,36907,Average,4,9,Diesel,Automatic,2000,84742,Third,23796,3,1,10.16581784366487,New,Worn Out,New,1,869,27
Truck,77642,Poor,2,7,Diesel,Manual,1000,89046,First,14980,2,2,17.063191265380755,New,New,Weak,1,775,-263
Motorcycle,75403,Poor,2,9,Petrol,Manual,1000,101839,Second,12883,6,3,19.76885137908332,Good,Worn Out,Weak,1,749,-72
Car,55335,Good,3,2,Petrol,Manual,2500,5701,First,28743,7,2,19.861343091288063,New,Worn Out,New,1,714,-523
Truck,47926,Good,2,8,Petrol,Manual,1000,74085,First,25686,9,2,10.382759506882062,Good,Good,Weak,1,986,-248
Truck,66670,Average,1,5,Petrol,Automatic,1500,56095,Third,21858,1,3,17.638298448735647,Good,Worn Out,New,1,716,-402
Car,42270,Poor,2,5,Diesel,Manual,800,98896,Third,11658,6,3,11.336520151187464,Worn Out,New,Good,1,842,-599
Bus,71145,Poor,2,7,Electric,Manual,800,125006,Second,9021,10,2,19.870964541537788,New,Worn Out,Good,1,726,-114
Truck,66186,Average,0,9,Petrol,Automatic,800,91292,Second,18147,2,0,16.06676216298368,New,New,New,0,1033,-27
SUV,51633,Good,0,7,Electric,Manual,1500,95479,Third,23819,10,2,17.49718750327893,Good,Worn Out,Weak,1,843,-224
Truck,76175,Good,1,6,Petrol,Automatic,800,10517,Second,10204,6,1,12.839263731635125,Good,Good,Good,0,892,-280
Car,69354,Average,2,5,Diesel,Manual,2000,62701,Second,9457,5,2,18.64752421563984,Good,Good,Good,0,913,-465
Truck,40276,Good,0,1,Electric,Manual,800,60525,Second,5693,9,2,10.139517465136455,Worn Out,Worn Out,Weak,1,839,-538
Truck,49196,Poor,4,8,Electric,Manual,1500,33793,First,10194,9,2,17.026058872938464,Good,New,New,1,856,-298
Bus,68973,Average,4,6,Diesel,Automatic,2000,58020,Second,17442,9,0,19.781557665251604,Good,Good,Weak,1,828,-546
Truck,39947,Poor,5,9,Petrol,Manual,2000,112081,Second,20222,9,0,10.484612580912984,Worn Out,Worn Out,New,1,787,-90
Van,38954,Poor,3,2,Petrol,Automatic,1500,2584,Second,13183,4,1,13.038849505213449,New,New,New,1,982,-405
Truck,62357,Poor,4,5,Petrol,Manual,2000,112684,First,8567,10,2,11.62621258668947,Good,Good,Good,1,776,-587
Truck,34627,Good,5,3,Petrol,Manual,1000,35930,Third,24500,8,3,19.01029518829021,Good,Worn Out,New,1,971,-32
Truck,71900,Good,0,10,Diesel,Automatic,800,63991,First,22485,7,3,17.311176487797603,Worn Out,Worn Out,New,1,913,-454
SUV,60347,Average,5,2,Diesel,Automatic,1000,147849,First,13163,9,1,15.28161731417227,Worn Out,Worn Out,New,1,822,-383
SUV,32790,Poor,4,10,Diesel,Manual,1500,147674,Third,9012,2,2,19.048508213237795,New,Worn Out,New,1,747,-499
Truck,76211,Average,1,4,Electric,Manual,2500,55301,First,17359,8,2,16.916841563643942,Worn Out,Worn Out,Good,1,991,-537
SUV,51804,Average,5,10,Diesel,Manual,2500,98068,First,5477,4,0,10.65078625296178,Worn Out,Good,Good,1,796,-626
Truck,51280,Good,4,2,Electric,Manual,2000,91076,Third,24426,9,0,18.1592621295069,New,Good,Weak,1,988,-232
Truck,70993,Poor,3,5,Petrol,Manual,2000,62998,Third,25841,2,0,18.75509981759121,Worn Out,Good,Good,1,733,-331
SUV,61704,Poor,0,10,Electric,Automatic,2500,47160,Third,21390,3,2,19.005877547417104,Worn Out,Good,New,0,821,-139
SUV,54646,Average,2,7,Electric,Automatic,2000,127652,Third,5827,4,1,16.95343161276723,New,Worn Out,Weak,1,702,-14
Motorcycle,56697,Poor,3,3,Electric,Manual,1500,9063,Second,11263,2,1,18.976262800915027,Worn Out,Worn Out,Good,1,845,-241
Van,44738,Good,0,2,Petrol,Automatic,1500,47816,Second,14389,1,1,12.533289999298557,Good,New,Weak,1,823,-180
SUV,31179,Average,4,10,Diesel,Automatic,2000,16085,Third,24097,8,1,10.941503166845752,New,New,Weak,1,875,0
SUV,34229,Poor,3,6,Electric,Automatic,2000,110283,First,8808,3,3,13.52114024716538,Worn Out,Good,Weak,1,834,-211
Car,45566,Poor,2,10,Electric,Automatic,2500,109016,Second,14670,9,2,14.411301869082047,Good,Good,Weak,1,961,51
SUV,43402,Good,1,10,Diesel,Manual,800,35989,Second,24227,8,3,17.72584363648505,New,Good,Good,1,705,-105
Bus,56426,Good,2,9,Electric,Manual,1500,23120,First,12350,6,0,15.428551698944313,Good,Good,Weak,1,794,8
Car,41819,Average,2,4,Petrol,Automatic,1500,23606,First,11334,6,3,16.875287817501345,Worn Out,Good,Good,0,827,-85
Van,40982,Poor,2,2,Petrol,Automatic,2500,62641,Third,18879,5,2,13.934933449713618,Worn Out,New,Weak,1,705,-549
Bus,70139,Good,0,10,Electric,Automatic,1500,80469,Third,13492,7,0,13.557101926264332,Good,Worn Out,Good,1,979,-17
Motorcycle,66717,Poor,2,2,Diesel,Manual,1500,104957,Second,29884,3,0,12.723301142343994,Worn Out,Worn Out,Weak,1,932,-445
Bus,38602,Good,1,6,Electric,Manual,1500,10250,First,29105,3,1,12.553033732824773,New,New,Weak,1,769,38
Car,52145,Poor,1,8,Diesel,Manual,2500,30061,First,24649,5,2,17.05042018357968,Good,Worn Out,New,1,817,-381
Motorcycle,53711,Average,5,4,Petrol,Manual,1500,107696,Third,19662,6,1,15.918429589810874,Good,New,New,1,735,-391
Bus,55958,Good,2,7,Petrol,Automatic,2500,45077,First,27759,8,0,15.217745119488765,Worn Out,New,Weak,1,820,-158
Bus,53302,Poor,4,5,Petrol,Automatic,800,63910,Third,22802,3,3,19.771532941518487,New,Good,New,1,749,-257
SUV,56921,Good,2,4,Petrol,Automatic,1000,97109,Third,25271,9,3,11.735775881811932,Worn Out,New,New,1,710,-134
Van,36107,Average,0,7,Diesel,Automatic,800,114538,First,23740,4,2,16.842722545538987,Worn Out,Worn Out,Weak,1,726,-233
Van,49555,Average,4,6,Petrol,Manual,2500,101220,First,6785,8,3,10.755826746475096,Good,New,New,1,874,-365
Car,38060,Good,3,4,Diesel,Manual,2500,128940,Second,10649,3,3,10.362838377302236,Good,New,Good,0,977,-86
Car,36203,Poor,5,3,Petrol,Automatic,2500,68028,Third,7450,10,3,10.085155549661604,New,New,New,1,830,-288
Bus,46841,Average,5,8,Electric,Automatic,2500,36304,First,24454,6,3,19.89251351596629,Good,New,New,1,824,-574
Truck,76652,Poor,2,5,Petrol,Automatic,2500,94803,Third,23273,1,3,11.239681408754317,New,Good,New,1,1012,-235
SUV,31417,Good,2,6,Diesel,Manual,800,139956,First,6892,9,3,17.278004542445018,Worn Out,New,Weak,1,999,-568
Motorcycle,59449,Good,3,10,Petrol,Automatic,2500,5712,Second,22307,6,0,12.778902812420004,New,Worn Out,New,1,806,-154
Van,59982,Average,5,1,Petrol,Manual,1000,108436,Third,17326,10,1,11.00661399276708,Good,New,New,1,805,-504
Van,53577,Good,4,4,Petrol,Manual,1500,37680,Second,7509,6,3,15.819204688108409,Worn Out,New,New,1,840,-40
Truck,69832,Good,2,7,Petrol,Manual,2500,102636,Second,27242,10,2,17.979555609570035,Worn Out,New,New,1,1012,-184
Car,55031,Good,1,2,Petrol,Automatic,1000,123616,Third,8704,10,0,17.300258795893146,New,Good,New,0,924,-323
Car,34348,Good,0,5,Petrol,Manual,1500,9622,Third,27404,9,0,18.09240210489853,Good,New,Good,0,806,-127
Van,36452,Average,3,4,Petrol,Automatic,1000,4833,Third,27941,4,0,13.574932194829042,Good,Worn Out,Weak,1,719,-104
SUV,32298,Poor,5,10,Petrol,Automatic,2500,13587,First,22062,5,2,13.738403346420952,Worn Out,New,Weak,1,819,32
Truck,68774,Average,2,6,Electric,Manual,1500,125736,Third,21424,9,0,18.8192615919328,Worn Out,Good,New,0,772,-628
SUV,48486,Good,3,2,Electric,Manual,1500,8995,Second,15031,9,3,11.79268825644877,Good,New,New,1,749,-406
Van,77825,Average,3,6,Petrol,Automatic,1000,131561,First,5466,4,0,10.829039912683443,Worn Out,New,Weak,1,852,-522
SUV,47980,Average,5,2,Electric,Automatic,1500,50403,First,6868,2,0,18.22881796374136,Good,New,Weak,1,811,-271
Motorcycle,32509,Poor,5,10,Petrol,Automatic,2000,112435,First,6531,9,2,11.970846520160212,New,Worn Out,Good,1,856,-196
Motorcycle,58889,Poor,3,3,Diesel,Manual,1000,137881,Second,28747,5,2,18.37688643601032,Good,New,Weak,1,796,-457
Truck,68102,Good,2,10,Petrol,Manual,1000,91796,First,6441,4,3,19.15163126585857,New,Good,Good,0,934,32
Van,43918,Good,1,8,Electric,Manual,1500,79408,Third,15208,10,2,11.895715816150782,New,New,Weak,1,999,-189
SUV,39474,Average,4,8,Electric,Manual,800,68074,Second,22488,2,1,13.25406185626973,Good,Good,Good,1,746,-238
Van,41752,Good,2,2,Diesel,Automatic,1500,62795,Second,21121,4,1,10.049427774883547,Good,Good,Weak,1,769,40
Truck,54177,Good,1,1,Petrol,Manual,800,37993,Third,21895,1,0,12.019476320124747,Worn Out,New,New,0,880,-259
Truck,58319,Average,1,2,Electric,Automatic,800,55537,Second,12007,1,0,18.45647951218986,New,Worn Out,New,1,1031,-41
Car,45445,Poor,3,1,Diesel,Manual,1500,122346,Third,24165,2,3,14.277355001987663,Worn Out,Good,New,1,825,-519
Motorcycle,61995,Good,4,7,Petrol,Automatic,1500,112932,First,6610,8,1,11.485647238358336,New,Worn Out,New,1,800,-548
Motorcycle,33688,Average,2,6,Diesel,Manual,2000,24540,First,22067,4,0,15.83636359145937,Good,Good,New,0,991,-448
Bus,34405,Average,3,3,Electric,Automatic,800,23357,Second,15892,9,0,18.95242590472064,New,New,New,1,1025,-165
Bus,59080,Poor,5,10,Petrol,Manual,1000,136458,First,22382,2,3,16.02873021481765,New,Good,New,1,974,-528
Bus,75563,Poor,4,1,Electric,Manual,1000,120727,Third,11212,9,3,17.92998537349168,Worn Out,New,New,1,861,-529
Car,44516,Poor,3,4,Electric,Manual,1500,110235,First,8775,1,3,18.817123303742868,Good,New,New,1,743,-277
Van,56291,Poor,2,4,Electric,Automatic,2500,44001,First,5932,2,1,13.1519868710165,Good,Worn Out,Good,1,918,-4
Van,58993,Good,0,7,Electric,Manual,2500,14977,Third,5579,10,3,15.85686897316132,Good,Good,Good,1,791,38
Bus,30149,Good,2,10,Petrol,Automatic,2000,8338,Second,11929,10,1,13.088311652312935,New,New,Weak,1,798,-190
Van,62397,Average,4,8,Petrol,Automatic,1000,75743,Third,19564,10,3,12.57588115904008,Good,New,New,1,964,-114
